UniprotID,Species,Temperature preference,Data Type
P54477,Bacillus subtilis,mesophilic,val
Q6PGF2,Mus musculus,mesophilic,val
Q8ZR13,Salmonella typhimurium,mesophilic,val
K0ESF6,Nocardia brasiliensis,mesophilic,val
Q5X763,Legionella pneumophila,mesophilic,val
P85401,Nautilus macromphalus,mesophilic,val
C0HKQ3,Inga vera,mesophilic,val
B0U288,Xylella fastidiosa,mesophilic,val
Q0P7R7,Campylobacter jejuni,mesophilic,val
Q6Z2I1,Oryza sativa,mesophilic,val
J9BB91,Wuchereria bancrofti,mesophilic,val
A0A0D2EME7,Fonsecaea pedrosoi,mesophilic,val
P95364,Neisseria gonorrhoeae,mesophilic,val
Q02772,Saccharomyces cerevisiae,mesophilic,val
A7ZZ97,Escherichia coli,mesophilic,val
Q9UY47,Pyrococcus abyssi,thermophilic,val
O30291,Archaeoglobus fulgidus,thermophilic,val
A0A077Z1C3,Trichuris trichiura,mesophilic,val
A0A5K4F7Y8,Schistosoma mansoni,mesophilic,val
A3QIU7,Shewanella loihica,mesophilic,val
A0A0H4IVE8,Neisseria gonorrhoeae,mesophilic,val
O25062,Helicobacter pylori,mesophilic,val
O25554,Helicobacter pylori,mesophilic,val
Q4US82,Xanthomonas campestris,mesophilic,val
A0A0D2H823,Fonsecaea pedrosoi,mesophilic,val
P0C804,Staphylococcus aureus,mesophilic,val
A5IGM2,Legionella pneumophila,mesophilic,val
A0A0R0HB33,Glycine max,mesophilic,val
P94165,Actinobacillus pleuropneumoniae,mesophilic,val
Q54D25,Dictyostelium discoideum,mesophilic,val
Q0KDR8,Cupriavidus necator,mesophilic,val
B2RZ78,Rattus norvegicus,mesophilic,val
C4Z4L6,Lachnospira eligens,mesophilic,val
C0HKL2,Xenopus boumbaensis,mesophilic,val
Q6A7U7,Cutibacterium acnes,mesophilic,val
A0A0B4LFA8,Drosophila melanogaster,mesophilic,val
X8F7K4,Mycobacterium ulcerans,mesophilic,val
Q9UY10,Pyrococcus abyssi,thermophilic,val
Q8CZB3,Streptococcus pneumoniae,mesophilic,val
P21262,Canis lupus,mesophilic,val
Q7U349,Blochmannia floridanus,mesophilic,val
A0A132ZE74,Enterococcus faecium,mesophilic,val
Q0E3Q8,Oryza sativa,mesophilic,val
O05234,Bacillus subtilis,mesophilic,val
C0HJF2,Hericium erinaceus,mesophilic,val
Q2G0T2,Staphylococcus aureus,mesophilic,val
A0A0R0H4N5,Glycine max,mesophilic,val
A0A132P2R6,Enterococcus faecium,mesophilic,val
A0A0K0E6N2,Strongyloides stercoralis,mesophilic,val
P44138,Haemophilus influenzae,mesophilic,val
P85130,Oldenlandia affinis,mesophilic,val
A0A0R4IIG1,Danio rerio,mesophilic,val
X8F8Y5,Mycobacterium ulcerans,mesophilic,val
P0DJM8,Gloydius saxatilis,mesophilic,val
Q8ZKQ7,Salmonella typhimurium,mesophilic,val
P0C814,Staphylococcus aureus,mesophilic,val
Q1JF93,Streptococcus pyogenes,mesophilic,val
Q93MH2,Rhodopseudomonas palustris,mesophilic,val
E7EZ02,Danio rerio,mesophilic,val
Q6AHP8,Caenorhabditis elegans,mesophilic,val
P84469,Paracoccus denitrificans,mesophilic,val
A6KWD7,Phocaeicola vulgatus,mesophilic,val
P0C7X9,Staphylococcus aureus,mesophilic,val
B3EWV3,Cupiennius salei,mesophilic,val
P82840,Lithobates berlandieri,mesophilic,val
Q99Y97,Streptococcus pyogenes,mesophilic,val
O24706,Synechococcus sp.,mesophilic,val
B1I193,Desulforudis audaxviator,thermophilic,val
C3MPZ8,Sulfolobus islandicus,thermophilic,val
Q32AW4,Shigella dysenteriae,mesophilic,val
Q57632,Methanocaldococcus jannaschii,thermophilic,val
P68689,Shigella flexneri,mesophilic,val
Q58655,Methanocaldococcus jannaschii,thermophilic,val
Q9I4R1,Pseudomonas aeruginosa,mesophilic,val
Q850Y6,Oryza sativa,mesophilic,val
P43448,Citrobacter freundii,mesophilic,val
Q8ZLV0,Salmonella typhimurium,mesophilic,val
K7LD74,Glycine max,mesophilic,val
Q56143,Salmonella typhimurium,mesophilic,val
Q9A5D7,Caulobacter vibrioides,mesophilic,val
A0A3P7DKG4,Wuchereria bancrofti,mesophilic,val
P24159,Conus textile,mesophilic,val
Q86KQ9,Dictyostelium discoideum,mesophilic,val
Q5PKJ6,Salmonella paratyphi,mesophilic,val
A4Y397,Shewanella putrefaciens,mesophilic,val
Q8DRF4,Streptococcus pneumoniae,mesophilic,val
A8MJ27,Alkaliphilus oremlandii,mesophilic,val
P0C811,Staphylococcus aureus,mesophilic,val
Q9MZG3,Bos taurus,mesophilic,val
A9IK34,Bordetella petrii,mesophilic,val
M0RBM6,Rattus norvegicus,mesophilic,val
G4LZ74,Schistosoma mansoni,mesophilic,val
Q4JAC6,Sulfolobus acidocaldarius,thermophilic,val
P81329,Methanocaldococcus jannaschii,thermophilic,val
A5IQ98,Staphylococcus aureus,mesophilic,val
A0A1D6MTW2,Zea mays,mesophilic,val
B2TI06,Clostridium botulinum,mesophilic,val
Q0W6M8,Methanocella arvoryzae,mesophilic,val
B6SJA5,Zea mays,mesophilic,val
P0C7Y8,Staphylococcus aureus,mesophilic,val
A7X7A9,Staphylococcus aureus,mesophilic,val
Q9DA03,Mus musculus,mesophilic,val
A0A1A7TBG8,Enterococcus faecium,mesophilic,val
K0F0D4,Nocardia brasiliensis,mesophilic,val
A0QSY0,Mycolicibacterium smegmatis,mesophilic,val
C0HJY6,Anochetus emarginatus,mesophilic,val
Q8CMN4,Staphylococcus epidermidis,mesophilic,val
P86024,Pelophylax ridibundus,mesophilic,val
G4LYK2,Schistosoma mansoni,mesophilic,val
X8F6C8,Mycobacterium ulcerans,mesophilic,val
P0C803,Staphylococcus aureus,mesophilic,val
A9MLY9,Salmonella arizonae,mesophilic,val
K0EWV5,Nocardia brasiliensis,mesophilic,val
P0A0G6,Staphylococcus aureus,mesophilic,val
X8FI35,Mycobacterium ulcerans,mesophilic,val
X8F3F3,Mycobacterium ulcerans,mesophilic,val
G4VG24,Schistosoma mansoni,mesophilic,val
Q2FV82,Staphylococcus aureus,mesophilic,val
Q9F4E4,Buchnera aphidicola,mesophilic,val
P0A647,Mycobacterium bovis,mesophilic,val
Q8ZRJ2,Salmonella typhimurium,mesophilic,val
Q8IB89,Plasmodium falciparum,mesophilic,val
A8FX87,Shewanella sediminis,psychrophilic,val
J3QNZ9,Mus musculus,mesophilic,val
Q7CPE0,Salmonella typhimurium,mesophilic,val
A0A3P7EUS5,Wuchereria bancrofti,mesophilic,val
Q9M9C7,Arabidopsis thaliana,mesophilic,val
P0DMH3,Bothrops fonsecai,mesophilic,val
P0C334,Oryza sativa,mesophilic,val
Q4DLV1,Trypanosoma cruzi,mesophilic,val
P61824,Bison bison,mesophilic,val
Q7G8Y5,Oryza sativa,mesophilic,val
A0A3P7FJQ4,Wuchereria bancrofti,mesophilic,val
A5VKT1,Limosilactobacillus reuteri,mesophilic,val
P56084,Helicobacter pylori,mesophilic,val
A0A3P7DNF9,Wuchereria bancrofti,mesophilic,val
P63545,Streptococcus pneumoniae,mesophilic,val
A0A0P0X7T6,Oryza sativa,mesophilic,val
Q5PFK3,Salmonella paratyphi,mesophilic,val
Q2JIJ2,Synechococcus sp.,mesophilic,val
Q1JK99,Streptococcus pyogenes,mesophilic,val
P80605,Rhizobium leguminosarum,mesophilic,val
A8YUD9,Lactobacillus helveticus,mesophilic,val
X8FG38,Mycobacterium ulcerans,mesophilic,val
A0A1D6EST3,Zea mays,mesophilic,val
A0A3P7DMN5,Wuchereria bancrofti,mesophilic,val
C0HKP4,Xenopus ruwenzoriensis,psychrophilic,val
Q47608,Enterobacter cloacae,mesophilic,val
P51879,Mus musculus,mesophilic,val
Q9F4F0,Buchnera aphidicola,mesophilic,val
P0DQK8,Lithobates septentrionalis,mesophilic,val
P86703,Penaeus monodon,mesophilic,val
Q8PBC3,Xanthomonas campestris,mesophilic,val
A0A0H3GR73,Klebsiella pneumoniae,mesophilic,val
A0A1D6KFH7,Zea mays,mesophilic,val
Q49WD4,Staphylococcus saprophyticus,mesophilic,val
A0A0H3GQF0,Klebsiella pneumoniae,mesophilic,val
P81845,Ranoidea citropa,mesophilic,val
Q2FX21,Staphylococcus aureus,mesophilic,val
O25603,Helicobacter pylori,mesophilic,val
P81332,Methanocaldococcus jannaschii,thermophilic,val
P68688,Escherichia coli,mesophilic,val
Q14IU7,Francisella tularensis,mesophilic,val
P0DJM7,Protobothrops tokarensis,mesophilic,val
Q9CNI7,Pasteurella multocida,mesophilic,val
X8FAQ0,Mycobacterium ulcerans,mesophilic,val
Q57Z84,Trypanosoma brucei,mesophilic,val
X8F8U8,Mycobacterium ulcerans,mesophilic,val
K0F1B6,Nocardia brasiliensis,mesophilic,val
A0A0H3GY41,Klebsiella pneumoniae,mesophilic,val
Q6D9I9,Pectobacterium atrosepticum,mesophilic,val
P86248,Mesocricetus auratus,mesophilic,val
Q6GBU3,Staphylococcus aureus,mesophilic,val
C1H3J8,Paracoccidioides lutzii,mesophilic,val
B8CMY5,Shewanella piezotolerans,psychrophilic,val
U7Q420,Sporothrix schenckii,mesophilic,val
P0DOZ4,Conus quercinus,mesophilic,val
A6VN24,Actinobacillus succinogenes,mesophilic,val
O26086,Helicobacter pylori,mesophilic,val
A0M0D7,Gramella forsetii,mesophilic,val
P85058,Lithobates sevosus,mesophilic,val
B9MND6,Caldicellulosiruptor bescii,thermophilic,val
Q329T1,Shigella dysenteriae,mesophilic,val
Q17WS1,Helicobacter acinonychis,mesophilic,val
A9A698,Methanococcus maripaludis,mesophilic,val
Q850Y8,Oryza sativa,mesophilic,val
Q8CZ60,Streptococcus pneumoniae,mesophilic,val
P0C802,Staphylococcus aureus,mesophilic,val
A2RCT2,Streptococcus pyogenes,mesophilic,val
B3EWQ8,Bungarus fasciatus,mesophilic,val
A0A0A7XNA3,Acinetobacter nosocomialis,mesophilic,val
A1Z933,Drosophila melanogaster,mesophilic,val
U7Q4L0,Sporothrix schenckii,mesophilic,val
Q8ZQJ3,Salmonella typhimurium,mesophilic,val
Q0AS39,Maricaulis maris,mesophilic,val
Q9EXD8,Mycoplasma pneumoniae,mesophilic,val
O26253,Methanothermobacter thermautotrophicus,thermophilic,val
Q8DRK3,Streptococcus pneumoniae,mesophilic,val
Q0AIU9,Nitrosomonas eutropha,mesophilic,val
Q8ZQ51,Salmonella typhimurium,mesophilic,val
Q49UZ7,Staphylococcus saprophyticus,mesophilic,val
X8FNQ1,Mycobacterium ulcerans,mesophilic,val
A0A0P0VFT6,Oryza sativa,mesophilic,val
B6I0S3,Escherichia coli,mesophilic,val
Q38FF8,Trypanosoma brucei,mesophilic,val
C0HKL9,Xenopus boumbaensis,mesophilic,val
B3R2Y2,Cupriavidus taiwanensis,mesophilic,val
Q0ADS5,Nitrosomonas eutropha,mesophilic,val
A0A0R0J5V8,Glycine max,mesophilic,val
Q9QZ88,Mus musculus,mesophilic,val
A0A2R8QQ77,Danio rerio,mesophilic,val
A7ZKT2,Escherichia coli,mesophilic,val
P57618,Buchnera aphidicola,mesophilic,val
Q0P994,Campylobacter jejuni,mesophilic,val
P0DJJ4,Naja oxiana,mesophilic,val
P0DI85,Deinagkistrodon acutus,mesophilic,val
X8FGJ8,Mycobacterium ulcerans,mesophilic,val
K0EM47,Nocardia brasiliensis,mesophilic,val
Q32AY0,Shigella dysenteriae,mesophilic,val
X8FK26,Mycobacterium ulcerans,mesophilic,val
P44805,Haemophilus influenzae,mesophilic,val
A0T0I8,Phaeodactylum tricornutum,mesophilic,val
B5QU72,Salmonella enteritidis,mesophilic,val
P44210,Haemophilus influenzae,mesophilic,val
Q9ZI42,Aquifex pyrophilus,thermophilic,val
Q9AKT2,Pseudoalteromonas translucida,psychrophilic,val
Q1QVJ8,Chromohalobacter salexigens,mesophilic,val
P87284,Saccharomyces cerevisiae,mesophilic,val
C0RKD6,Brucella melitensis,mesophilic,val
P0CD69,Bombus lapidarius,mesophilic,val
B5FKY7,Salmonella dublin,mesophilic,val
B3H1P5,Actinobacillus pleuropneumoniae,mesophilic,val
A0A3Q0KCW4,Schistosoma mansoni,mesophilic,val
P52856,Vibrio proteolyticus,mesophilic,val
Q2NW95,Sodalis glossinidius,mesophilic,val
P9WME1,Mycobacterium tuberculosis,mesophilic,val
B3EWU9,Cupiennius salei,mesophilic,val
A0A0D2EY38,Fonsecaea pedrosoi,mesophilic,val
A3D8X0,Shewanella baltica,psychrophilic,val
P9WP32,Mycobacterium tuberculosis,mesophilic,val
P0C812,Staphylococcus aureus,mesophilic,val
B8HUV5,Cyanothece sp.,mesophilic,val
X8F3A2,Mycobacterium ulcerans,mesophilic,val
C5CSM6,Variovorax paradoxus,mesophilic,val
Q92PU3,Rhizobium meliloti,mesophilic,val
A0A0P0WHS5,Oryza sativa,mesophilic,val
A0A0R0KTV1,Glycine max,mesophilic,val
Q2KY79,Bordetella avium,mesophilic,val
Q666S3,Yersinia pseudotuberculosis,mesophilic,val
B9DRF3,Streptococcus uberis,mesophilic,val
A0A3P7E435,Wuchereria bancrofti,mesophilic,val
P0DP00,Conus ochroleucus,mesophilic,val
P81252,Ranoidea chloris,mesophilic,val
B1IUC4,Escherichia coli,mesophilic,val
P29427,Picea abies,mesophilic,val
Q83G05,Tropheryma whipplei,mesophilic,val
P0C807,Staphylococcus aureus,mesophilic,val
Q57800,Methanocaldococcus jannaschii,thermophilic,val
Q9JSU8,Neisseria meningitidis,mesophilic,val
Q87F56,Xylella fastidiosa,mesophilic,val
B7GY35,Acinetobacter baumannii,mesophilic,val
Q556G3,Dictyostelium discoideum,mesophilic,val
P44889,Haemophilus influenzae,mesophilic,val
B8XH42,Buthus occitanus,thermophilic,val
Q6GC00,Staphylococcus aureus,mesophilic,val
C0HJY7,Anochetus emarginatus,mesophilic,val
Q32IJ3,Shigella dysenteriae,mesophilic,val
P58017,Saccharolobus solfataricus,thermophilic,val
A0A0D2EZA6,Fonsecaea pedrosoi,mesophilic,val
Q8FI39,Escherichia coli,mesophilic,val
P82043,Uperoleia mjobergii,mesophilic,val
A0A0R0E6M4,Glycine max,mesophilic,val
P67352,Staphylococcus aureus,mesophilic,val
Q8ZRA2,Salmonella typhimurium,mesophilic,val
Q54U68,Dictyostelium discoideum,mesophilic,val
P20032,Proteus vulgaris,mesophilic,val
A0A5K4F4U9,Schistosoma mansoni,mesophilic,val
A0A132YXZ8,Enterococcus faecium,mesophilic,val
P0CB34,Brucella abortus,mesophilic,val
A0A3P7EM40,Wuchereria bancrofti,mesophilic,val
Q0C9R3,Aspergillus terreus,mesophilic,val
Q8DQD6,Streptococcus pneumoniae,mesophilic,val
P51411,Proteus vulgaris,mesophilic,val
A0A3F3LFZ4,Enterococcus faecium,mesophilic,val
C0HL49,Rana italica,mesophilic,val
P0A0G5,Staphylococcus aureus,mesophilic,val
Q8K925,Buchnera aphidicola,mesophilic,val
Q8P8Z8,Xanthomonas campestris,mesophilic,val
P0A1N6,Salmonella typhimurium,mesophilic,val
Q8FK03,Escherichia coli,mesophilic,val
B7KQ28,Methylorubrum extorquens,mesophilic,val
F7A3L5,Mus musculus,mesophilic,val
A7ZXP1,Escherichia coli,mesophilic,val
A9BH95,Petrotoga mobilis,thermophilic,val
Q5RCP3,Pongo abelii,mesophilic,val
A4W5Q6,Enterobacter sp.,mesophilic,val
P19983,Streptosporangium roseum,mesophilic,val
A0A0K0EL59,Strongyloides stercoralis,mesophilic,val
A0A0R0JQC0,Glycine max,mesophilic,val
B5XX62,Klebsiella pneumoniae,mesophilic,val
Q9CK44,Pasteurella multocida,mesophilic,val
U7PX18,Sporothrix schenckii,mesophilic,val
P38636,Saccharomyces cerevisiae,mesophilic,val
A5D1R6,Pelotomaculum thermopropionicum,thermophilic,val
B5R607,Salmonella gallinarum,mesophilic,val
A0A044RUR3,Onchocerca volvulus,mesophilic,val
A7WYX0,Staphylococcus aureus,mesophilic,val
Q60264,Methanocaldococcus jannaschii,thermophilic,val
A0A0N4UIU0,Dracunculus medinensis,mesophilic,val
P0C810,Staphylococcus aureus,mesophilic,val
Q7CPC4,Salmonella typhimurium,mesophilic,val
Q2FJF4,Staphylococcus aureus,mesophilic,val
B7L8J7,Escherichia coli,mesophilic,val
Q7VQD9,Blochmannia floridanus,mesophilic,val
Q8CZ53,Streptococcus pneumoniae,mesophilic,val
Q46XW5,Cupriavidus pinatubonensis,mesophilic,val
A4I5A6,Leishmania infantum,mesophilic,val
Q1PEF6,Arabidopsis thaliana,mesophilic,val
A0A077ZJ54,Trichuris trichiura,mesophilic,val
E7FEZ9,Danio rerio,mesophilic,val
Q8U0P4,Pyrococcus furiosus,thermophilic,val
A0A1R3PJX5,Zea mays,mesophilic,val
P82309,Carcinus maenas,mesophilic,val
J9EE57,Wuchereria bancrofti,mesophilic,val
A0A3P7PSJ3,Dracunculus medinensis,mesophilic,val
Q1QT48,Chromohalobacter salexigens,mesophilic,val
A6TVL0,Alkaliphilus metalliredigens,mesophilic,val
Q7N9B6,Photorhabdus laumondii,mesophilic,val
Q8CX49,Shewanella oneidensis,mesophilic,val
Q1J544,Streptococcus pyogenes,mesophilic,val
Q6DEU3,Xenopus tropicalis,mesophilic,val
P0CD67,Bombus lapidarius,mesophilic,val
Q6GI81,Staphylococcus aureus,mesophilic,val
K0EKI0,Nocardia brasiliensis,mesophilic,val
Q5F6G1,Neisseria gonorrhoeae,mesophilic,val
A0A1D6EIN2,Zea mays,mesophilic,val
Q99V86,Staphylococcus aureus,mesophilic,val
B0RXD9,Xanthomonas campestris,mesophilic,val
Q2S4L5,Salinibacter ruber,mesophilic,val
Q6GJC4,Staphylococcus aureus,mesophilic,val
P86484,Litoria peronii,mesophilic,val
Q4GZ42,Trypanosoma brucei,mesophilic,val
C0Q807,Salmonella paratyphi,mesophilic,val
P80706,Amycolatopsis methanolica,mesophilic,val
P0C808,Staphylococcus aureus,mesophilic,val
K0ERN2,Nocardia brasiliensis,mesophilic,val
Q8DR91,Streptococcus pneumoniae,mesophilic,val
A0A0N7KCC6,Oryza sativa,mesophilic,val
P85053,Lithobates sevosus,mesophilic,val
A0A5K4F7D2,Schistosoma mansoni,mesophilic,val
Q9UBQ0,Homo sapiens,mesophilic,val
Q82Y15,Nitrosomonas europaea,mesophilic,val
X8FJH5,Mycobacterium ulcerans,mesophilic,val
K0F8W4,Nocardia brasiliensis,mesophilic,val
F2Z3Y9,Mus musculus,mesophilic,val
Q32IC7,Shigella dysenteriae,mesophilic,val
Q32B65,Shigella dysenteriae,mesophilic,val
B9DI94,Staphylococcus carnosus,mesophilic,val
Q9I6S8,Pseudomonas aeruginosa,mesophilic,val
Q6NGK0,Corynebacterium diphtheriae,mesophilic,val
P0C8J0,Ophiophagus hannah,mesophilic,val
P94485,Bacillus subtilis,mesophilic,val
Q8DQW5,Streptococcus pneumoniae,mesophilic,val
Q64QU1,Bacteroides fragilis,mesophilic,val
Q1LQS5,Cupriavidus metallidurans,mesophilic,val
A4D0W0,Homo sapiens,mesophilic,val
Q8A5S5,Bacteroides thetaiotaomicron,mesophilic,val
P81840,Ranoidea citropa,mesophilic,val
P00657,Bubalus bubalis,mesophilic,val
Q5QVT3,Idiomarina loihiensis,mesophilic,val
B9KDU0,Campylobacter lari,mesophilic,val
P64267,Salmonella typhimurium,mesophilic,val
P81835,Ranoidea citropa,mesophilic,val
A4YIC2,Metallosphaera sedula,thermophilic,val
A0A1B5FTI4,Enterococcus faecium,mesophilic,val
O25996,Helicobacter pylori,mesophilic,val
Q2S3Q4,Salinibacter ruber,mesophilic,val
Q21ZD0,Rhodoferax ferrireducens,mesophilic,val
Q32K70,Shigella dysenteriae,mesophilic,val
A0A0R0H710,Glycine max,mesophilic,val
A0A0P0V8H2,Oryza sativa,mesophilic,val
C0HKP3,Xenopus ruwenzoriensis,psychrophilic,val
A0A5K4EZK2,Schistosoma mansoni,mesophilic,val
B3EWV2,Cupiennius salei,mesophilic,val
Q4DGB1,Trypanosoma cruzi,mesophilic,val
Q32F69,Shigella dysenteriae,mesophilic,val
B5R9P0,Salmonella gallinarum,mesophilic,val
B2TTH7,Shigella boydii,mesophilic,val
G5EF59,Caenorhabditis elegans,mesophilic,val
B7LLS4,Escherichia fergusonii,mesophilic,val
Q32J30,Shigella dysenteriae,mesophilic,val
Q9H3K6,Homo sapiens,mesophilic,val
A0A0D2ETT5,Fonsecaea pedrosoi,mesophilic,val
B0U0Y1,Francisella philomiragia,mesophilic,val
C1D6C9,Laribacter hongkongensis,mesophilic,val
I1LML0,Glycine max,mesophilic,val
P80704,Comamonas testosteroni,mesophilic,val
A0A0H3GQR5,Klebsiella pneumoniae,mesophilic,val
P0CJ27,Ascaphus truei,psychrophilic,val
P81839,Ranoidea citropa,mesophilic,val
Q7WGX3,Bordetella bronchiseptica,mesophilic,val
C3MVB7,Sulfolobus islandicus,thermophilic,val
Q48LW0,Pseudomonas savastanoi,mesophilic,val
A0A0N4UQR3,Dracunculus medinensis,mesophilic,val
B0G108,Dictyostelium discoideum,mesophilic,val
O32093,Bacillus subtilis,mesophilic,val
A0A3P7DYD6,Wuchereria bancrofti,mesophilic,val
A0A3Q0KV92,Schistosoma mansoni,mesophilic,val
Q32BC9,Shigella dysenteriae,mesophilic,val
K0ETT9,Nocardia brasiliensis,mesophilic,val
A0A0P0XYN0,Oryza sativa,mesophilic,val
P82104,Ranoidea splendida,mesophilic,val
Q89VT6,Bradyrhizobium diazoefficiens,mesophilic,val
P0A342,Brucella melitensis,mesophilic,val
P10974,Ricinus communis,mesophilic,val
A0A075B677,Mus musculus,mesophilic,val
A5IHJ5,Legionella pneumophila,mesophilic,val
Q8DRC2,Streptococcus pneumoniae,mesophilic,val
P01837,Mus musculus,mesophilic,val
K7LZQ7,Glycine max,mesophilic,val
Q9Z463,Paracoccus denitrificans,mesophilic,val
Q8DQA6,Streptococcus pneumoniae,mesophilic,val
P82069,Ranoidea genimaculata,mesophilic,val
Q9F7B2,Salmonella typhimurium,mesophilic,val
X8F947,Mycobacterium ulcerans,mesophilic,val
Q5WZE0,Legionella pneumophila,mesophilic,val
A0A0H3GI79,Klebsiella pneumoniae,mesophilic,val
B5BD49,Salmonella paratyphi,mesophilic,val
P0A0G3,Staphylococcus aureus,mesophilic,val
Q8R751,Caldanaerobacter subterraneus,thermophilic,val
Q4ZWY9,Pseudomonas syringae,mesophilic,val
M0R838,Rattus norvegicus,mesophilic,val
B3CTX2,Orientia tsutsugamushi,mesophilic,val
Q5FA02,Neisseria gonorrhoeae,mesophilic,val
Q47G91,Dechloromonas aromatica,mesophilic,val
C3NE80,Sulfolobus islandicus,thermophilic,val
C0HKL3,Xenopus boumbaensis,mesophilic,val
P02903,Klebsiella pneumoniae,mesophilic,val
Q8ZK32,Salmonella typhimurium,mesophilic,val
A0A2R8QNL2,Danio rerio,mesophilic,val
A0A5K4EJN2,Schistosoma mansoni,mesophilic,val
U7Q035,Sporothrix schenckii,mesophilic,val
X8F122,Mycobacterium ulcerans,mesophilic,val
C4KH92,Sulfolobus islandicus,thermophilic,val
Q32JG9,Shigella dysenteriae,mesophilic,val
A0A0D2F2U3,Fonsecaea pedrosoi,mesophilic,val
P0C7Y9,Staphylococcus aureus,mesophilic,val
A0A5K4FFR5,Schistosoma mansoni,mesophilic,val
Q2FXL8,Staphylococcus aureus,mesophilic,val
Q975E9,Sulfurisphaera tokodaii,thermophilic,val
A0RM99,Campylobacter fetus,mesophilic,val
P0C7Y0,Staphylococcus aureus,mesophilic,val
Q6GP62,Xenopus laevis,mesophilic,val
U7PRN3,Sporothrix schenckii,mesophilic,val
A0A0N4UCM6,Dracunculus medinensis,mesophilic,val
P00660,Connochaetes taurinus,mesophilic,val
A0A077Z8I6,Trichuris trichiura,mesophilic,val
A0A1D6KCI7,Zea mays,mesophilic,val
A9WXQ1,Brucella suis,mesophilic,val
Q587F6,Trypanosoma brucei,mesophilic,val
P44813,Haemophilus influenzae,mesophilic,val
A1KVS3,Neisseria meningitidis,mesophilic,val
A0A2U8U1T7,Drosophila melanogaster,mesophilic,val
A0A133CSS4,Enterococcus faecium,mesophilic,val
P01209,Pandalus borealis,psychrophilic,val
P85365,Nautilus macromphalus,mesophilic,val
A0A0H3GJ19,Klebsiella pneumoniae,mesophilic,val
Q54QW5,Dictyostelium discoideum,mesophilic,val
U4PMP9,Caenorhabditis elegans,mesophilic,val
Q57S81,Salmonella choleraesuis,mesophilic,val
Q8XFF4,Salmonella typhi,mesophilic,val
Q12S62,Shewanella denitrificans,mesophilic,val
C0HKN5,Xenopus ruwenzoriensis,psychrophilic,val
P45183,Haemophilus influenzae,mesophilic,val
A6T5N2,Klebsiella pneumoniae,mesophilic,val
Q9VPX5,Drosophila melanogaster,mesophilic,val
Q9KSW0,Vibrio cholerae,mesophilic,val
P56380,Mus musculus,mesophilic,val
Q04BH7,Lactobacillus delbrueckii,mesophilic,val
Q2YIJ2,Brucella abortus,mesophilic,val
Q24297,Drosophila melanogaster,mesophilic,val
B2SCZ5,Brucella abortus,mesophilic,val
A4IZB4,Francisella tularensis,mesophilic,val
Q60313,Methanocaldococcus jannaschii,thermophilic,val
B7M4U6,Escherichia coli,mesophilic,val
B7MRQ2,Escherichia coli,mesophilic,val
